txn_id,day,customer_id,time_of_day,product,price_shown,bought
4030,4,5623,afternoon,croissant,6.4,0
4031,4,8226,afternoon,coffee,3.12,0
4032,4,8148,morning,croissant,6.4,1
4033,4,7409,afternoon,cookie,2.81,0
4034,4,302,afternoon,muffin,4.27,0
4035,4,1647,morning,cookie,2.81,0
4036,4,5443,afternoon,croissant,6.4,0
4037,4,1006,afternoon,matcha,8.58,0
4038,4,651,morning,coffee,3.12,0
4039,4,4846,morning,cookie,2.81,0
4040,4,9464,afternoon,coffee,3.12,0
4041,4,4738,afternoon,muffin,4.27,0
4042,4,6231,morning,coffee,3.12,0
4043,4,8005,morning,coffee,3.12,1
4044,4,1534,afternoon,coffee,3.12,0
4045,4,5756,morning,croissant,6.4,1
4046,4,9688,morning,croissant,6.4,0
4047,4,4616,morning,matcha,8.58,0
4048,4,1830,afternoon,cookie,2.81,0
4049,4,3856,afternoon,muffin,4.27,0
4050,4,9965,morning,muffin,4.27,0
4051,4,9108,afternoon,cookie,2.81,0
4052,4,5324,morning,matcha,8.58,0
4053,4,7418,morning,cookie,2.81,0
4054,4,9507,afternoon,matcha,8.58,0
4055,4,9218,morning,matcha,8.58,0
4056,4,9754,afternoon,cookie,2.81,0
4057,4,5850,afternoon,croissant,6.4,0
4058,4,6763,afternoon,coffee,3.12,1
4059,4,3524,afternoon,muffin,4.27,0
4060,4,6569,morning,croissant,6.4,1
4061,4,5465,afternoon,cookie,2.81,0
4062,4,3565,morning,cookie,2.81,0
4063,4,3980,morning,croissant,6.4,1
4064,4,5223,morning,coffee,3.12,0
4065,4,9960,morning,croissant,6.4,0
4066,4,3578,afternoon,muffin,4.27,0
4067,4,9065,morning,croissant,6.4,0
4068,4,1893,afternoon,muffin,4.27,0
4069,4,2586,morning,croissant,6.4,0
4070,4,4421,morning,croissant,6.4,1
4071,4,8682,morning,coffee,3.12,1
4072,4,4338,morning,croissant,6.4,0
4073,4,7241,morning,matcha,8.58,0
4074,4,4171,afternoon,muffin,4.27,0
4075,4,6744,morning,coffee,3.12,1
4076,4,7312,afternoon,cookie,2.81,0
4077,4,8345,afternoon,cookie,2.81,1
4078,4,2910,afternoon,muffin,4.27,0
4079,4,4815,afternoon,cookie,2.81,0
4080,4,1653,morning,coffee,3.12,1
4081,4,3473,morning,croissant,6.4,0
4082,4,3329,morning,muffin,4.27,0
4083,4,7705,morning,coffee,3.12,1
4084,4,4322,afternoon,muffin,4.27,0
4085,4,562,afternoon,cookie,2.81,1
4086,4,9395,afternoon,cookie,2.81,0
4087,4,5399,afternoon,matcha,8.58,0
4088,4,2838,afternoon,coffee,3.12,0
4089,4,3241,morning,croissant,6.4,0
4090,4,8568,morning,coffee,3.12,1
4091,4,5092,afternoon,coffee,3.12,1
4092,4,8357,morning,muffin,4.27,0
4093,4,7500,afternoon,cookie,2.81,0
4094,4,8451,morning,croissant,6.4,0
4095,4,9729,morning,croissant,6.4,0
4096,4,9530,afternoon,cookie,2.81,0
4097,4,8606,afternoon,croissant,6.4,0
4098,4,6698,afternoon,cookie,2.81,0
4099,4,8077,morning,croissant,6.4,0
4100,4,5183,morning,croissant,6.4,1
4101,4,708,morning,cookie,2.81,0
4102,4,8265,morning,croissant,6.4,0
4103,4,4276,morning,croissant,6.4,0
4104,4,5267,morning,coffee,3.12,0
4105,4,4940,afternoon,coffee,3.12,0
4106,4,5502,morning,muffin,4.27,0
4107,4,8467,morning,coffee,3.12,1
4108,4,2222,morning,coffee,3.12,0
4109,4,5311,afternoon,matcha,8.58,1
4110,4,7724,morning,cookie,2.81,0
4111,4,1954,morning,coffee,3.12,0
4112,4,73,afternoon,coffee,3.12,1
4113,4,7752,afternoon,croissant,6.4,0
4114,4,4275,morning,croissant,6.4,0
4115,4,5738,morning,muffin,4.27,0
4116,4,7309,afternoon,croissant,6.4,0
4117,4,8730,afternoon,matcha,8.58,0
4118,4,9492,morning,croissant,6.4,1
4119,4,6700,afternoon,coffee,3.12,0
4120,4,6045,afternoon,matcha,8.58,0
4121,4,4234,morning,coffee,3.12,1
4122,4,3887,morning,croissant,6.4,0
4123,4,8279,morning,coffee,3.12,0
4124,4,4873,afternoon,croissant,6.4,0
4125,4,5046,morning,muffin,4.27,0
4126,4,7527,morning,coffee,3.12,0
4127,4,9177,afternoon,croissant,6.4,1
4128,4,4693,morning,croissant,6.4,0
4129,4,1376,afternoon,croissant,6.4,1
4130,4,6586,morning,cookie,2.81,0
4131,4,4967,morning,cookie,2.81,0
4132,4,1093,afternoon,croissant,6.4,0
4133,4,3778,morning,muffin,4.27,0
4134,4,7456,morning,muffin,4.27,1
4135,4,3224,morning,coffee,3.12,1
4136,4,8247,afternoon,croissant,6.4,0
4137,4,9431,morning,coffee,3.12,1
4138,4,7152,afternoon,muffin,4.27,1
4139,4,8097,morning,croissant,6.4,0
4140,4,4629,morning,cookie,2.81,0
4141,4,8470,morning,coffee,3.12,0
4142,4,7462,morning,muffin,4.27,0
4143,4,9080,morning,cookie,2.81,0
4144,4,314,morning,coffee,3.12,0
4145,4,5969,afternoon,matcha,8.58,0
4146,4,1777,afternoon,croissant,6.4,0
4147,4,3640,afternoon,matcha,8.58,1
4148,4,4971,afternoon,cookie,2.81,0
4149,4,3943,afternoon,cookie,2.81,1
4150,4,7782,morning,muffin,4.27,0
4151,4,6084,afternoon,cookie,2.81,0
4152,4,1284,morning,coffee,3.12,1
4153,4,4030,morning,matcha,8.58,1
4154,4,1975,afternoon,matcha,8.58,0
4155,4,5284,afternoon,croissant,6.4,0
4156,4,9441,morning,croissant,6.4,0
4157,4,1136,afternoon,cookie,2.81,0
4158,4,5744,morning,cookie,2.81,0
4159,4,5852,morning,croissant,6.4,1
4160,5,1956,afternoon,muffin,3.3,0
4161,5,2314,morning,muffin,3.3,0
4162,5,1396,morning,coffee,4.79,1
4163,5,4820,morning,matcha,6.37,0
4164,5,3454,afternoon,coffee,4.79,0
4165,5,5397,afternoon,muffin,3.3,0
4166,5,2571,afternoon,muffin,3.3,0
4167,5,6469,afternoon,cookie,2.0,0
4168,5,6089,morning,croissant,5.28,0
4169,5,103,morning,coffee,4.79,1
4170,5,5838,morning,matcha,6.37,1
4171,5,447,afternoon,croissant,5.28,0
4172,5,7369,afternoon,croissant,5.28,0
4173,5,3960,morning,muffin,3.3,0
4174,5,9037,morning,matcha,6.37,0
4175,5,6885,afternoon,matcha,6.37,1
4176,5,3309,morning,coffee,4.79,1
4177,5,9788,morning,coffee,4.79,0
4178,5,1506,morning,muffin,3.3,0
4179,5,390,morning,cookie,2.0,1
4180,5,7524,morning,muffin,3.3,1
4181,5,1237,morning,coffee,4.79,0
4182,5,2157,morning,muffin,3.3,0
4183,5,3940,morning,coffee,4.79,0
4184,5,5608,morning,coffee,4.79,0
4185,5,1268,afternoon,matcha,6.37,1
4186,5,4842,morning,croissant,5.28,1
4187,5,9851,morning,matcha,6.37,0
4188,5,7164,morning,matcha,6.37,1
4189,5,693,afternoon,matcha,6.37,0
4190,5,865,morning,muffin,3.3,0
4191,5,2773,afternoon,muffin,3.3,0
4192,5,9606,morning,muffin,3.3,1
4193,5,9170,afternoon,muffin,3.3,0
4194,5,7021,morning,coffee,4.79,0
4195,5,5450,afternoon,matcha,6.37,1
4196,5,613,morning,coffee,4.79,0
4197,5,3415,afternoon,cookie,2.0,0
4198,5,2242,afternoon,muffin,3.3,1
4199,5,8438,morning,matcha,6.37,0
4200,5,5204,afternoon,matcha,6.37,0
4201,5,8416,morning,coffee,4.79,1
4202,5,8368,afternoon,muffin,3.3,0
4203,5,2856,afternoon,croissant,5.28,1
4204,5,5905,morning,croissant,5.28,0
4205,5,2505,afternoon,cookie,2.0,1
4206,5,1328,morning,croissant,5.28,0
4207,5,3210,morning,muffin,3.3,0
4208,5,44,afternoon,cookie,2.0,1
4209,5,9322,morning,coffee,4.79,0
4210,5,6525,morning,matcha,6.37,1
4211,5,423,afternoon,muffin,3.3,0
4212,5,1029,afternoon,coffee,4.79,0
4213,5,7033,afternoon,cookie,2.0,0
4214,5,4165,morning,croissant,5.28,0
4215,5,2966,morning,matcha,6.37,0
4216,5,2268,afternoon,matcha,6.37,1
4217,5,6903,afternoon,coffee,4.79,0
4218,5,9986,morning,coffee,4.79,1
4219,5,2231,morning,croissant,5.28,0
4220,5,4720,afternoon,cookie,2.0,1
4221,5,8726,afternoon,cookie,2.0,0
4222,5,5845,morning,croissant,5.28,0
4223,5,4132,morning,coffee,4.79,0
4224,5,9327,afternoon,matcha,6.37,0
4225,5,215,afternoon,muffin,3.3,1
4226,5,1022,morning,cookie,2.0,0
4227,5,3053,morning,coffee,4.79,1
4228,5,4101,afternoon,matcha,6.37,0
4229,5,4536,afternoon,croissant,5.28,0
4230,5,1564,afternoon,muffin,3.3,0
4231,5,1183,morning,croissant,5.28,0
4232,5,135,morning,cookie,2.0,0
4233,5,1587,morning,matcha,6.37,0
4234,5,5818,afternoon,matcha,6.37,1
4235,5,9972,morning,coffee,4.79,1
4236,5,2159,afternoon,croissant,5.28,0
4237,5,398,morning,coffee,4.79,1
4238,5,1032,morning,croissant,5.28,0
4239,5,617,afternoon,cookie,2.0,1
4240,5,1962,morning,muffin,3.3,1
4241,5,3716,afternoon,matcha,6.37,1
4242,5,2747,afternoon,matcha,6.37,0
4243,5,1025,afternoon,matcha,6.37,0
4244,5,2887,morning,croissant,5.28,1
4245,5,207,morning,coffee,4.79,0
4246,5,9086,morning,muffin,3.3,1
4247,5,929,morning,croissant,5.28,1
4248,5,5096,morning,coffee,4.79,0
4249,5,8105,afternoon,matcha,6.37,1
4250,5,7120,morning,coffee,4.79,0
4251,5,2460,morning,muffin,3.3,0
4252,5,4782,afternoon,matcha,6.37,0
4253,5,3808,afternoon,matcha,6.37,0
4254,5,8845,morning,muffin,3.3,0
4255,5,2394,afternoon,matcha,6.37,1
4256,5,9015,afternoon,matcha,6.37,0
4257,5,1967,morning,cookie,2.0,0
4258,5,3674,afternoon,croissant,5.28,0
4259,5,8200,morning,coffee,4.79,1
4260,5,2974,morning,coffee,4.79,0
4261,5,8844,morning,coffee,4.79,0
4262,5,8908,afternoon,matcha,6.37,1
4263,5,6204,morning,croissant,5.28,0
4264,5,9575,afternoon,cookie,2.0,0
4265,5,7281,afternoon,cookie,2.0,1
4266,5,3108,morning,matcha,6.37,1
4267,5,719,afternoon,matcha,6.37,0
4268,5,1896,morning,matcha,6.37,0
4269,5,4458,afternoon,coffee,4.79,0
4270,5,9524,morning,coffee,4.79,0
4271,5,1227,morning,coffee,4.79,0
4272,5,3599,morning,coffee,4.79,1
4273,5,6901,afternoon,croissant,5.28,0
4274,5,8823,afternoon,cookie,2.0,0
4275,5,4558,afternoon,matcha,6.37,1
4276,5,7583,morning,cookie,2.0,0
4277,5,592,morning,croissant,5.28,1
4278,5,5381,morning,coffee,4.79,1
4279,5,3122,afternoon,matcha,6.37,1
4280,5,6965,morning,coffee,4.79,1
4281,5,661,morning,coffee,4.79,0
4282,5,3976,morning,croissant,5.28,1
4283,5,689,morning,muffin,3.3,0
4284,5,3426,morning,matcha,6.37,0
4285,5,7082,morning,muffin,3.3,1
4286,5,4696,afternoon,cookie,2.0,0
4287,5,5314,morning,coffee,4.79,0
4288,5,920,morning,muffin,3.3,0
4289,5,5353,afternoon,matcha,6.37,0
4290,5,2653,morning,muffin,3.3,1
4291,5,5755,morning,cookie,2.0,0
4292,5,2827,afternoon,coffee,4.79,0
4293,5,706,morning,matcha,6.37,1
4294,5,6422,morning,croissant,5.28,0
4295,5,16,morning,matcha,6.37,0
4296,5,8300,afternoon,cookie,2.0,0
4297,5,6781,morning,coffee,4.79,0
4298,5,3000,morning,cookie,2.0,0
4299,5,6737,morning,coffee,4.79,0
4300,5,9309,morning,muffin,3.3,0
4301,5,1661,morning,croissant,5.28,1
4302,5,1405,morning,cookie,2.0,0
4303,5,5921,morning,matcha,6.37,0
4304,5,5635,morning,coffee,4.79,0
4305,5,2642,morning,coffee,4.79,0
4306,5,2015,morning,cookie,2.0,0
4307,5,3280,morning,croissant,5.28,0
4308,5,1210,morning,coffee,4.79,0
4309,5,1224,morning,coffee,4.79,1
4310,5,8197,morning,muffin,3.3,0
4311,5,7292,morning,croissant,5.28,0
4312,5,3972,morning,coffee,4.79,1
4313,5,895,afternoon,cookie,2.0,0
4314,5,8548,morning,coffee,4.79,0
4315,5,1528,morning,matcha,6.37,0
4316,5,7126,afternoon,matcha,6.37,0
4317,5,6665,afternoon,muffin,3.3,1
4318,5,4700,afternoon,matcha,6.37,0
4319,5,3806,afternoon,croissant,5.28,0
4320,5,4598,morning,croissant,5.28,0
4321,5,1221,morning,coffee,4.79,0
4322,5,5228,morning,coffee,4.79,1
4323,5,3878,morning,croissant,5.28,0
4324,5,5574,afternoon,muffin,3.3,0
4325,5,4135,afternoon,coffee,4.79,0
4326,5,9966,afternoon,cookie,2.0,0
4327,5,2002,morning,croissant,5.28,0
4328,5,9893,morning,matcha,6.37,0
4329,5,566,afternoon,muffin,3.3,0
4330,5,8901,morning,coffee,4.79,0
4331,5,9954,morning,muffin,3.3,0
4332,5,4790,afternoon,cookie,2.0,0
4333,5,2608,afternoon,croissant,5.28,1
4334,5,8406,morning,muffin,3.3,0
4335,5,910,morning,muffin,3.3,1
4336,5,8684,morning,muffin,3.3,0
4337,5,7759,afternoon,cookie,2.0,1
4338,5,9736,morning,muffin,3.3,0
4339,5,3797,morning,croissant,5.28,0
4340,5,1802,morning,cookie,2.0,0
4341,5,6354,morning,cookie,2.0,0
4342,5,6241,morning,coffee,4.79,0
4343,5,9157,morning,croissant,5.28,1
4344,5,951,morning,coffee,4.79,1
4345,5,6693,afternoon,cookie,2.0,0
4346,5,5447,afternoon,coffee,4.79,0
4347,5,3193,morning,croissant,5.28,0
4348,5,4794,morning,coffee,4.79,0
4349,5,5892,morning,croissant,5.28,0
4350,5,7095,morning,croissant,5.28,0
4351,5,7749,afternoon,cookie,2.0,0
4352,5,8771,morning,croissant,5.28,0
4353,5,2916,afternoon,muffin,3.3,0
4354,5,726,afternoon,matcha,6.37,0
4355,5,9286,morning,coffee,4.79,0
4356,5,4947,morning,coffee,4.79,1
4357,5,5023,morning,cookie,2.0,1
4358,5,7821,afternoon,cookie,2.0,0
4359,5,2863,morning,matcha,6.37,1
4360,5,7619,morning,matcha,6.37,1
4361,5,5935,morning,coffee,4.79,1
4362,5,2640,afternoon,cookie,2.0,0
4363,5,7111,morning,coffee,4.79,0
4364,5,8211,morning,matcha,6.37,0
4365,5,4726,afternoon,cookie,2.0,0
4366,5,3012,afternoon,muffin,3.3,1
4367,5,4160,afternoon,matcha,6.37,1
4368,5,5418,afternoon,croissant,5.28,0
4369,5,1988,afternoon,coffee,4.79,1
4370,5,1738,afternoon,cookie,2.0,1
4371,5,1074,afternoon,matcha,6.37,1
4372,5,4554,afternoon,cookie,2.0,1
4373,5,846,morning,matcha,6.37,0
4374,5,7985,morning,muffin,3.3,0
4375,5,3605,morning,coffee,4.79,0
4376,5,1649,afternoon,muffin,3.3,1
4377,5,7414,morning,cookie,2.0,0
4378,5,9212,afternoon,cookie,2.0,0
4379,5,5917,morning,muffin,3.3,0
4380,5,281,morning,coffee,4.79,0
4381,5,6958,afternoon,cookie,2.0,0
4382,5,326,morning,muffin,3.3,0
4383,5,7548,morning,matcha,6.37,0
4384,5,5592,morning,croissant,5.28,1
4385,5,7376,afternoon,matcha,6.37,1
4386,5,1449,morning,croissant,5.28,0
4387,5,4042,morning,coffee,4.79,0
4388,5,1321,afternoon,muffin,3.3,0
4389,5,2455,afternoon,muffin,3.3,0
4390,5,5048,morning,croissant,5.28,0
4391,5,3521,afternoon,matcha,6.37,1
4392,5,8724,afternoon,cookie,2.0,1
4393,5,4435,morning,coffee,4.79,0
4394,5,1028,morning,coffee,4.79,1
4395,5,3083,afternoon,croissant,5.28,0
4396,5,7112,afternoon,matcha,6.37,1
4397,5,8267,afternoon,muffin,3.3,0
4398,5,8595,morning,croissant,5.28,0
4399,5,4116,afternoon,cookie,2.0,1
4400,5,918,afternoon,muffin,3.3,0
4401,5,2961,morning,coffee,4.79,0
4402,5,1009,afternoon,muffin,3.3,0
4403,5,4628,morning,matcha,6.37,0
4404,5,7525,afternoon,matcha,6.37,1
4405,5,4740,morning,muffin,3.3,0
4406,5,2660,afternoon,croissant,5.28,0
4407,5,4404,morning,croissant,5.28,0
4408,5,9884,morning,croissant,5.28,0
4409,5,3615,morning,croissant,5.28,0
4410,5,7209,morning,cookie,2.0,0
4411,5,9659,afternoon,cookie,2.0,0
4412,5,1105,morning,coffee,4.79,0
4413,5,9064,afternoon,matcha,6.37,0
4414,5,739,afternoon,cookie,2.0,0
4415,5,8108,afternoon,matcha,6.37,1
4416,5,121,morning,croissant,5.28,1
4417,5,4758,afternoon,croissant,5.28,0
4418,5,6234,afternoon,cookie,2.0,1
4419,5,2649,morning,coffee,4.79,1
4420,5,1760,morning,croissant,5.28,0
4421,5,3432,morning,muffin,3.3,0
4422,5,955,afternoon,matcha,6.37,1
4423,5,5051,afternoon,muffin,3.3,0
4424,5,7899,afternoon,matcha,6.37,1
4425,5,4005,afternoon,coffee,4.79,0
4426,5,3414,morning,muffin,3.3,0
4427,5,6125,afternoon,matcha,6.37,0
4428,5,5301,morning,croissant,5.28,0
4429,5,2932,afternoon,muffin,3.3,0
4430,5,2732,morning,muffin,3.3,1
4431,5,8150,morning,coffee,4.79,1
4432,5,8781,afternoon,matcha,6.37,1
4433,5,8204,afternoon,cookie,2.0,0
4434,5,5446,afternoon,croissant,5.28,1
4435,5,6019,morning,croissant,5.28,1
4436,5,511,afternoon,coffee,4.79,0
4437,5,8581,afternoon,cookie,2.0,0
4438,5,1338,afternoon,muffin,3.3,0
4439,5,3938,morning,cookie,2.0,1
4440,5,8787,afternoon,muffin,3.3,0
4441,5,8760,morning,muffin,3.3,0
4442,5,2011,afternoon,matcha,6.37,1
4443,5,5452,morning,croissant,5.28,0
4444,5,1779,afternoon,matcha,6.37,1
4445,5,5004,afternoon,matcha,6.37,1
4446,5,4856,afternoon,cookie,2.0,1
4447,5,4839,morning,croissant,5.28,1
4448,5,2643,afternoon,croissant,5.28,0
4449,5,4290,morning,cookie,2.0,0
4450,5,6174,morning,muffin,3.3,0
4451,5,6002,morning,croissant,5.28,0
4452,5,2497,afternoon,matcha,6.37,0
4453,5,8514,morning,coffee,4.79,0
4454,5,460,afternoon,matcha,6.37,1
4455,5,2679,afternoon,matcha,6.37,1
4456,5,7096,afternoon,coffee,4.79,0
4457,5,337,afternoon,coffee,4.79,0
4458,5,6554,afternoon,matcha,6.37,0
4459,5,936,morning,matcha,6.37,0
4460,5,7004,morning,coffee,4.79,1
4461,5,584,afternoon,matcha,6.37,1
4462,5,4332,afternoon,coffee,4.79,0
4463,5,2807,afternoon,croissant,5.28,0
4464,5,3321,afternoon,cookie,2.0,0
4465,5,2510,morning,cookie,2.0,0
4466,5,5030,afternoon,matcha,6.37,0
4467,5,894,afternoon,matcha,6.37,0
4468,5,7626,afternoon,cookie,2.0,1
4469,5,9525,morning,coffee,4.79,0
4470,5,886,morning,matcha,6.37,1
4471,5,7797,morning,coffee,4.79,0
4472,5,1178,morning,cookie,2.0,0
4473,5,5331,morning,croissant,5.28,0
4474,5,7751,morning,matcha,6.37,0
4475,5,9560,afternoon,cookie,2.0,0
4476,5,3829,afternoon,muffin,3.3,0
4477,5,8355,afternoon,cookie,2.0,1
4478,5,3388,morning,croissant,5.28,1
4479,5,2305,afternoon,cookie,2.0,0
4480,5,7234,afternoon,matcha,6.37,1
4481,5,6879,afternoon,muffin,3.3,0
4482,5,3717,afternoon,coffee,4.79,0
4483,5,593,morning,coffee,4.79,1
4484,5,92,morning,matcha,6.37,0
4485,5,6163,afternoon,matcha,6.37,0
4486,5,3016,morning,muffin,3.3,0
4487,5,9721,afternoon,coffee,4.79,0
4488,5,7186,morning,croissant,5.28,1
4489,5,3868,morning,coffee,4.79,1
4490,5,3861,afternoon,muffin,3.3,0
4491,5,9228,afternoon,croissant,5.28,0
4492,5,5243,morning,croissant,5.28,0
4493,5,6269,afternoon,matcha,6.37,1
4494,5,7483,morning,muffin,3.3,0
4495,5,153,morning,coffee,4.79,1
4496,5,7574,afternoon,matcha,6.37,0
4497,5,3255,morning,coffee,4.79,0
4498,5,9147,afternoon,croissant,5.28,0
4499,5,3776,morning,cookie,2.0,0
4500,5,110,morning,muffin,3.3,0
4501,5,400,morning,croissant,5.28,0
4502,5,1262,afternoon,muffin,3.3,0
4503,5,4169,morning,coffee,4.79,0
4504,5,3022,morning,croissant,5.28,0
4505,5,6350,morning,muffin,3.3,0
4506,5,7059,morning,croissant,5.28,0
4507,5,3814,afternoon,muffin,3.3,1
4508,5,1300,morning,croissant,5.28,1
4509,5,4441,afternoon,croissant,5.28,0
4510,5,2184,afternoon,matcha,6.37,1
4511,5,1559,afternoon,muffin,3.3,0
4512,5,6048,morning,muffin,3.3,0
4513,5,5523,afternoon,matcha,6.37,0
4514,5,3344,morning,coffee,4.79,0
4515,5,1795,afternoon,muffin,3.3,1
4516,5,5041,afternoon,cookie,2.0,0
4517,5,4878,afternoon,matcha,6.37,1
4518,5,8703,morning,muffin,3.3,0
4519,5,8292,afternoon,matcha,6.37,0
4520,5,6458,morning,muffin,3.3,0
4521,5,7570,afternoon,matcha,6.37,0
4522,5,9101,morning,matcha,6.37,0
4523,5,9933,morning,muffin,3.3,1
4524,5,2117,morning,coffee,4.79,1
4525,5,992,morning,muffin,3.3,0
4526,5,463,afternoon,matcha,6.37,0
4527,5,3097,afternoon,muffin,3.3,0
4528,5,7392,afternoon,matcha,6.37,1
4529,5,4365,morning,coffee,4.79,0
4530,5,2616,morning,muffin,3.3,0
4531,5,6605,morning,coffee,4.79,0
4532,5,580,afternoon,cookie,2.0,0
4533,5,5548,afternoon,croissant,5.28,1
4534,5,5108,morning,muffin,3.3,0
4535,5,4312,afternoon,cookie,2.0,0
4536,5,7559,afternoon,cookie,2.0,1
4537,5,1625,morning,matcha,6.37,0
4538,5,6750,morning,cookie,2.0,0
4539,5,8891,morning,croissant,5.28,0
4540,5,8082,afternoon,muffin,3.3,0
4541,5,1811,morning,croissant,5.28,0
4542,5,1499,afternoon,muffin,3.3,1
4543,5,9552,morning,croissant,5.28,1
4544,5,6302,morning,croissant,5.28,0
4545,5,75,morning,matcha,6.37,0
4546,5,69,morning,cookie,2.0,0
4547,5,7443,morning,croissant,5.28,0
4548,5,1397,afternoon,cookie,2.0,0
4549,5,2097,morning,coffee,4.79,1
4550,5,5848,afternoon,muffin,3.3,1
4551,5,7075,afternoon,muffin,3.3,0
4552,5,2612,afternoon,matcha,6.37,1
4553,5,4746,afternoon,cookie,2.0,0
4554,5,2463,afternoon,cookie,2.0,0
4555,5,1902,afternoon,croissant,5.28,0
4556,5,8647,afternoon,matcha,6.37,1
4557,5,9026,afternoon,coffee,4.79,0
4558,5,4771,morning,coffee,4.79,0
4559,5,6047,afternoon,muffin,3.3,0
4560,5,2135,morning,croissant,5.28,0
4561,5,9294,morning,coffee,4.79,0
4562,5,1624,morning,coffee,4.79,0
4563,5,4571,afternoon,cookie,2.0,0
4564,5,7400,morning,croissant,5.28,1
4565,5,3745,afternoon,cookie,2.0,0
4566,5,8775,morning,coffee,4.79,0
4567,5,7534,morning,matcha,6.37,0
4568,5,7921,afternoon,coffee,4.79,0
4569,5,3427,morning,muffin,3.3,0
4570,5,4147,morning,matcha,6.37,0
4571,5,9388,morning,matcha,6.37,0
4572,5,7080,afternoon,muffin,3.3,0
4573,5,8059,morning,croissant,5.28,1
4574,5,519,afternoon,muffin,3.3,0
4575,5,1706,morning,muffin,3.3,0
4576,5,7628,morning,coffee,4.79,0
4577,5,6217,afternoon,cookie,2.0,0
4578,5,9396,morning,croissant,5.28,0
4579,5,5691,morning,matcha,6.37,0
4580,5,2711,morning,coffee,4.79,0
4581,5,2506,morning,coffee,4.79,0
4582,5,5113,afternoon,croissant,5.28,0
4583,5,2074,afternoon,cookie,2.0,0
4584,5,9295,afternoon,muffin,3.3,0
4585,5,8912,morning,muffin,3.3,0
4586,5,8052,afternoon,matcha,6.37,0
4587,5,480,morning,muffin,3.3,0
4588,5,2875,afternoon,coffee,4.79,0
4589,5,7632,morning,coffee,4.79,0
4590,5,3042,morning,muffin,3.3,0
4591,5,9878,afternoon,muffin,3.3,0
4592,5,9139,afternoon,cookie,2.0,0
4593,5,5394,afternoon,cookie,2.0,0
4594,5,8615,morning,croissant,5.28,0
4595,5,5551,morning,coffee,4.79,0
4596,5,1471,afternoon,croissant,5.28,0
4597,5,9914,afternoon,matcha,6.37,0
4598,5,9904,morning,croissant,5.28,0
4599,5,1355,morning,cookie,2.0,0
4600,5,2413,morning,coffee,4.79,0
4601,5,1167,afternoon,matcha,6.37,0
4602,5,4212,morning,coffee,4.79,1
4603,5,4625,afternoon,cookie,2.0,0
4604,5,4241,morning,croissant,5.28,0
4605,5,935,afternoon,muffin,3.3,0
4606,5,7371,morning,coffee,4.79,1
4607,5,4577,afternoon,croissant,5.28,0
4608,5,1686,afternoon,matcha,6.37,0
4609,5,6907,morning,coffee,4.79,0
4610,5,3105,morning,croissant,5.28,0
4611,5,5805,morning,croissant,5.28,0
4612,5,637,afternoon,cookie,2.0,0
4613,5,7737,morning,matcha,6.37,0
4614,5,3660,morning,cookie,2.0,0
4615,5,4352,morning,muffin,3.3,0
4616,5,2254,afternoon,cookie,2.0,0
4617,5,185,afternoon,muffin,3.3,0
4618,5,1291,afternoon,matcha,6.37,1
4619,5,6,afternoon,matcha,6.37,1
4620,5,1620,afternoon,coffee,4.79,0
4621,5,2993,afternoon,cookie,2.0,0
4622,5,9722,morning,coffee,4.79,1
4623,5,2061,morning,croissant,5.28,0
4624,5,9151,morning,matcha,6.37,1
4625,5,4661,morning,muffin,3.3,0
4626,5,3392,afternoon,coffee,4.79,0
4627,5,5620,morning,coffee,4.79,0
4628,5,4969,afternoon,muffin,3.3,0
4629,5,1061,afternoon,matcha,6.37,1
4630,5,8609,afternoon,croissant,5.28,0
4631,5,7847,morning,croissant,5.28,0
4632,5,371,afternoon,matcha,6.37,0
4633,5,3785,afternoon,croissant,5.28,0
4634,5,4396,morning,coffee,4.79,0
4635,5,6290,afternoon,muffin,3.3,0
4636,5,1071,afternoon,muffin,3.3,1
4637,5,8255,morning,muffin,3.3,0
4638,5,189,afternoon,muffin,3.3,1
4639,5,8689,morning,coffee,4.79,1
4640,5,9517,afternoon,cookie,2.0,1
4641,5,6566,morning,croissant,5.28,1
4642,5,2038,afternoon,muffin,3.3,0
4643,5,7746,afternoon,muffin,3.3,0
4644,5,576,afternoon,matcha,6.37,1
4645,5,8948,afternoon,matcha,6.37,1
4646,5,9220,morning,muffin,3.3,0
4647,5,6769,morning,coffee,4.79,0
4648,5,5881,morning,matcha,6.37,0
4649,5,1615,afternoon,matcha,6.37,0
4650,5,7270,afternoon,matcha,6.37,1
4651,5,9647,afternoon,matcha,6.37,0
4652,5,7615,morning,cookie,2.0,0
4653,5,1267,afternoon,matcha,6.37,0
4654,5,6575,afternoon,cookie,2.0,1
4655,5,5454,afternoon,cookie,2.0,0
4656,5,683,morning,croissant,5.28,0
4657,5,8565,morning,croissant,5.28,0
4658,5,6252,morning,coffee,4.79,1
4659,5,5747,morning,coffee,4.79,1
4660,5,3864,afternoon,cookie,2.0,1
4661,5,2251,afternoon,cookie,2.0,0
4662,5,6340,afternoon,croissant,5.28,0
4663,5,490,morning,croissant,5.28,0
4664,5,2294,afternoon,cookie,2.0,1
4665,5,1637,afternoon,cookie,2.0,0
4666,5,4379,afternoon,cookie,2.0,0
4667,5,3466,afternoon,cookie,2.0,0
4668,5,8537,afternoon,muffin,3.3,0
4669,5,2519,morning,croissant,5.28,0
